都道府県,高校名,高校ページURL
北海道,北星学園女子高等学校,https://school.js88.com/scl_h/22052670/
北海道,帯広北高等学校,https://school.js88.com/scl_h/22053070/
北海道,北海道幕別清陵高等学校,https://school.js88.com/scl_h/22053080/
北海道,東海大学付属札幌高等学校,https://school.js88.com/scl_h/22052760/
北海道,北海道大谷室蘭高等学校,https://school.js88.com/scl_h/22052990/
北海道,札幌龍谷学園高等学校,https://school.js88.com/scl_h/22052740/
北海道,北見藤高等学校,https://school.js88.com/scl_h/22052980/
北海道,北星学園余市高等学校,https://school.js88.com/scl_h/22052900/
北海道,函館大谷高等学校,https://school.js88.com/scl_h/22052800/
北海道,旭川志峯高等学校,https://school.js88.com/scl_h/22052950/
北海道,北照高等学校,https://school.js88.com/scl_h/22052870/
北海道,池上学院高等学校　札幌本校（通信制）,https://school.js88.com/scl_h/34028489/
北海道,旭川龍谷高等学校,https://school.js88.com/scl_h/22052930/
北海道,北海道栄高等学校,https://school.js88.com/scl_h/22053020/
北海道,酪農学園大学附属とわの森三愛高等学校,https://school.js88.com/scl_h/22052750/
北海道,飛鳥未来きぼう高等学校　札幌駅前キャンパス（通信制）,https://school.js88.com/scl_h/34056029/
北海道,酪農学園大学附属とわの森三愛高等学校（通信制）,https://school.js88.com/scl_h/34029333/
北海道,日本航空高等学校 北海道,https://school.js88.com/scl_h/34055718/
北海道,飛鳥未来きずな高等学校　札幌キャンパス（通信制）,https://school.js88.com/scl_h/34029927/
北海道,Ｎ高等学校・Ｓ高等学校　北海道函館キャンパス（通信制）,https://school.js88.com/scl_h/34056257/
北海道,北海道教育学園三和高等学校　本校（通信制・単位制）,https://school.js88.com/scl_h/34029344/
北海道,青森山田高等学校　広域通信制課程 札幌校,https://school.js88.com/scl_h/34029628/
北海道,Ｎ高等学校・Ｓ高等学校　札幌大通キャンパス（通信制）,https://school.js88.com/scl_h/34056256/
北海道,野幌高等学校,https://school.js88.com/scl_h/22050010/
北海道,札幌東高等学校,https://school.js88.com/scl_h/22049860/
北海道,市立札幌清田高等学校,https://school.js88.com/scl_h/22050080/
北海道,札幌西高等学校,https://school.js88.com/scl_h/22049870/
北海道,恵庭北高等学校,https://school.js88.com/scl_h/22050030/
北海道,江別高等学校,https://school.js88.com/scl_h/22049960/
北海道,札幌琴似工業高等学校,https://school.js88.com/scl_h/22049940/
北海道,札幌西陵高等学校,https://school.js88.com/scl_h/22049970/
北海道,札幌白石高等学校,https://school.js88.com/scl_h/22049980/
北海道,札幌南高等学校,https://school.js88.com/scl_h/22049880/
北海道,北海道札幌工業高等学校,https://school.js88.com/scl_h/22049850/
北海道,北海道札幌啓成高等学校,https://school.js88.com/scl_h/22049910/
北海道,市立札幌藻岩高等学校,https://school.js88.com/scl_h/22050070/
北海道,札幌北高等学校,https://school.js88.com/scl_h/22049890/
北海道,市立札幌開成中等教育学校,https://school.js88.com/scl_h/22050060/
北海道,北海道恵庭南高等学校,https://school.js88.com/scl_h/22050020/
北海道,札幌東商業高等学校,https://school.js88.com/scl_h/22049950/
北海道,市立札幌旭丘高等学校,https://school.js88.com/scl_h/22050050/
北海道,千歳高等学校,https://school.js88.com/scl_h/22049990/
北海道,北海道当別高等学校,https://school.js88.com/scl_h/22050040/
北海道,市立札幌啓北商業高等学校,https://school.js88.com/scl_h/22050090/
北海道,札幌月寒高等学校,https://school.js88.com/scl_h/22049900/
北海道,北海道夕張高等学校,https://school.js88.com/scl_h/22050550/
北海道,北海道上磯高等学校,https://school.js88.com/scl_h/22050270/
北海道,北海道岩内高等学校,https://school.js88.com/scl_h/22050440/
北海道,北海道岩見沢農業高等学校,https://school.js88.com/scl_h/22050530/
北海道,北海道函館西高等学校,https://school.js88.com/scl_h/22050120/
北海道,倶知安農業高等学校,https://school.js88.com/scl_h/22050420/
北海道,北海道函館工業高等学校,https://school.js88.com/scl_h/22050140/
北海道,北海道岩見沢西高等学校,https://school.js88.com/scl_h/22050520/
北海道,北海道小樽潮陵高等学校,https://school.js88.com/scl_h/22050360/
北海道,北海道松前高等学校,https://school.js88.com/scl_h/22050220/
北海道,栗山高等学校,https://school.js88.com/scl_h/22050610/
北海道,檜山北高等学校,https://school.js88.com/scl_h/22050200/
北海道,北海道南茅部高等学校,https://school.js88.com/scl_h/22050240/
北海道,北海道福島商業高等学校,https://school.js88.com/scl_h/22050250/
北海道,函館商業高等学校,https://school.js88.com/scl_h/22050150/
北海道,北海道函館中部高等学校,https://school.js88.com/scl_h/22050110/
北海道,寿都高等学校,https://school.js88.com/scl_h/22050450/
北海道,蘭越高等学校,https://school.js88.com/scl_h/22050480/
北海道,北海道大野農業高等学校,https://school.js88.com/scl_h/22050190/
北海道,北海道倶知安高等学校,https://school.js88.com/scl_h/22050410/
北海道,八雲高等学校,https://school.js88.com/scl_h/22050160/
北海道,北海道小樽未来創造高等学校,https://school.js88.com/scl_h/22050390/
北海道,北海道知内高等学校,https://school.js88.com/scl_h/22050330/
北海道,北海道長万部高等学校,https://school.js88.com/scl_h/22050210/
北海道,北海道小樽水産高等学校,https://school.js88.com/scl_h/22050380/
北海道,北海道奥尻高等学校,https://school.js88.com/scl_h/22050260/
北海道,美唄尚栄高等学校,https://school.js88.com/scl_h/22050580/
北海道,北海道小樽桜陽高等学校,https://school.js88.com/scl_h/22050370/
北海道,北海道余市紅志高等学校,https://school.js88.com/scl_h/22050430/
北海道,北海道森高等学校,https://school.js88.com/scl_h/22050170/
北海道,北海道南富良野高等学校,https://school.js88.com/scl_h/22051110/
北海道,旭川北高等学校,https://school.js88.com/scl_h/22050850/
北海道,北海道美深高等学校,https://school.js88.com/scl_h/22050980/
北海道,北海道鷹栖高等学校,https://school.js88.com/scl_h/22051100/
北海道,北海道長沼高等学校,https://school.js88.com/scl_h/22050630/
北海道,名寄高等学校,https://school.js88.com/scl_h/22050930/
北海道,岩見沢緑陵高等学校,https://school.js88.com/scl_h/22050650/
北海道,北海道東川高等学校,https://school.js88.com/scl_h/22051080/
北海道,北海道旭川商業高等学校,https://school.js88.com/scl_h/22050870/
北海道,北海道新十津川農業高等学校,https://school.js88.com/scl_h/22050800/
北海道,天塩高等学校,https://school.js88.com/scl_h/22051170/
北海道,深川西高等学校,https://school.js88.com/scl_h/22050740/
北海道,滝川西高等学校,https://school.js88.com/scl_h/22050810/
北海道,旭川東高等学校,https://school.js88.com/scl_h/22050830/
北海道,北海道滝川高等学校,https://school.js88.com/scl_h/22050670/
北海道,北海道月形高等学校,https://school.js88.com/scl_h/22050620/
北海道,北海道上富良野高等学校,https://school.js88.com/scl_h/22051030/
北海道,北海道旭川南高等学校,https://school.js88.com/scl_h/22051040/
北海道,深川東高等学校,https://school.js88.com/scl_h/22050730/
北海道,上川高等学校,https://school.js88.com/scl_h/22050920/
北海道,滝川工業高等学校,https://school.js88.com/scl_h/22050680/
北海道,北海道美瑛高等学校,https://school.js88.com/scl_h/22050910/
北海道,旭川工業高等学校,https://school.js88.com/scl_h/22050860/
北海道,北海道奈井江商業高等学校,https://school.js88.com/scl_h/22050770/
北海道,富良野緑峰高等学校,https://school.js88.com/scl_h/22050900/
北海道,北海道旭川西高等学校,https://school.js88.com/scl_h/22050840/
北海道,羽幌高等学校,https://school.js88.com/scl_h/22051160/
北海道,旭川農業高等学校,https://school.js88.com/scl_h/22050880/
北海道,士別翔雲高等学校,https://school.js88.com/scl_h/22050970/
北海道,芦別高等学校,https://school.js88.com/scl_h/22050710/
北海道,苫小牧東高等学校,https://school.js88.com/scl_h/22051560/
北海道,興部高等学校,https://school.js88.com/scl_h/22051350/
北海道,清里高等学校,https://school.js88.com/scl_h/22051490/
北海道,北海道室蘭工業高等学校,https://school.js88.com/scl_h/22051540/
北海道,稚内高等学校,https://school.js88.com/scl_h/22051200/
北海道,北海道置戸高等学校,https://school.js88.com/scl_h/22051460/
北海道,浜頓別高等学校,https://school.js88.com/scl_h/22051220/
北海道,室蘭東翔高等学校,https://school.js88.com/scl_h/22051530/
北海道,北海道津別高等学校,https://school.js88.com/scl_h/22051380/
北海道,北海道網走南ケ丘高等学校,https://school.js88.com/scl_h/22051300/
北海道,苫小牧工業高等学校,https://school.js88.com/scl_h/22051590/
北海道,北見柏陽高等学校,https://school.js88.com/scl_h/22051280/
北海道,網走桂陽高等学校,https://school.js88.com/scl_h/22051310/
北海道,留辺蘂高等学校,https://school.js88.com/scl_h/22051320/
北海道,北海道枝幸高等学校,https://school.js88.com/scl_h/22051230/
北海道,遠別農業高等学校,https://school.js88.com/scl_h/22051190/
北海道,室蘭栄高等学校,https://school.js88.com/scl_h/22051510/
北海道,室蘭清水丘高等学校,https://school.js88.com/scl_h/22051520/
北海道,北見北斗高等学校,https://school.js88.com/scl_h/22051270/
北海道,雄武高等学校,https://school.js88.com/scl_h/22051450/
北海道,利尻高等学校,https://school.js88.com/scl_h/22051240/
北海道,紋別高等学校,https://school.js88.com/scl_h/22051440/
北海道,湧別高等学校,https://school.js88.com/scl_h/22051360/
北海道,北見工業高等学校,https://school.js88.com/scl_h/22051290/
北海道,北海道常呂高等学校,https://school.js88.com/scl_h/22051410/
北海道,遠軽高等学校,https://school.js88.com/scl_h/22051330/
北海道,苫小牧西高等学校,https://school.js88.com/scl_h/22051570/
北海道,北海道斜里高等学校,https://school.js88.com/scl_h/22051390/
北海道,訓子府高等学校,https://school.js88.com/scl_h/22051470/
北海道,北海道豊富高等学校,https://school.js88.com/scl_h/22051250/
北海道,釧路湖陵高等学校,https://school.js88.com/scl_h/22051970/
北海道,北海道帯広農業高等学校,https://school.js88.com/scl_h/22051780/
北海道,音更高等学校,https://school.js88.com/scl_h/22051910/
北海道,更別農業高等学校,https://school.js88.com/scl_h/22051960/
北海道,追分高等学校,https://school.js88.com/scl_h/22051610/
北海道,北海道芽室高等学校,https://school.js88.com/scl_h/22051850/
北海道,伊達開来高等学校,https://school.js88.com/scl_h/22051620/
北海道,北海道鹿追高等学校,https://school.js88.com/scl_h/22051940/
北海道,本別高等学校,https://school.js88.com/scl_h/22051800/
北海道,北海道平取高等学校,https://school.js88.com/scl_h/22051740/
北海道,北海道釧路工業高等学校,https://school.js88.com/scl_h/22051990/
北海道,静内高等学校,https://school.js88.com/scl_h/22051710/
北海道,北海道えりも高等学校,https://school.js88.com/scl_h/22051750/
北海道,帯広柏葉高等学校,https://school.js88.com/scl_h/22051760/
北海道,北海道鵡川高等学校,https://school.js88.com/scl_h/22051650/
北海道,北海道穂別高等学校,https://school.js88.com/scl_h/22051600/
北海道,北海道帯広南商業高等学校,https://school.js88.com/scl_h/22051920/
北海道,北海道士幌高等学校,https://school.js88.com/scl_h/22051930/
北海道,北海道浦河高等学校,https://school.js88.com/scl_h/22051700/
北海道,大樹高等学校,https://school.js88.com/scl_h/22051840/
北海道,厚真高等学校,https://school.js88.com/scl_h/22051670/
北海道,北海道広尾高等学校,https://school.js88.com/scl_h/22051830/
北海道,北海道帯広工業高等学校,https://school.js88.com/scl_h/22051790/
北海道,富川高等学校,https://school.js88.com/scl_h/22051720/
北海道,清水高等学校,https://school.js88.com/scl_h/22051820/
北海道,帯広三条高等学校,https://school.js88.com/scl_h/22051770/
北海道,釧路江南高等学校,https://school.js88.com/scl_h/22051980/
北海道,北海道池田高等学校,https://school.js88.com/scl_h/22051810/
北海道,北海道上士幌高等学校,https://school.js88.com/scl_h/22051870/
北海道,北海道壮瞥高等学校,https://school.js88.com/scl_h/22051680/
北海道,北広島西高等学校,https://school.js88.com/scl_h/22052390/
北海道,北海道釧路東高等学校,https://school.js88.com/scl_h/22052190/
北海道,帯広緑陽高等学校,https://school.js88.com/scl_h/22052300/
北海道,石狩南高等学校,https://school.js88.com/scl_h/22052380/
北海道,北海道根室高等学校,https://school.js88.com/scl_h/22052010/
北海道,釧路明輝高等学校,https://school.js88.com/scl_h/22052280/
北海道,北海道標津高等学校,https://school.js88.com/scl_h/22052030/
北海道,札幌あすかぜ高等学校,https://school.js88.com/scl_h/22052360/
北海道,札幌東陵高等学校,https://school.js88.com/scl_h/22052220/
北海道,北海道釧路北陽高等学校,https://school.js88.com/scl_h/22052120/
北海道,北海道旭川永嶺高等学校,https://school.js88.com/scl_h/22052420/
北海道,北海道弟子屈高等学校,https://school.js88.com/scl_h/22052100/
北海道,中標津農業高等学校,https://school.js88.com/scl_h/22052140/
北海道,別海高等学校,https://school.js88.com/scl_h/22052150/
北海道,中標津高等学校,https://school.js88.com/scl_h/22052040/
北海道,釧路商業高等学校,https://school.js88.com/scl_h/22052000/
北海道,北海道上ノ国高等学校,https://school.js88.com/scl_h/22052320/
北海道,札幌真栄高等学校,https://school.js88.com/scl_h/22052330/
北海道,標茶高等学校,https://school.js88.com/scl_h/22052080/
北海道,北海道札幌南陵高等学校,https://school.js88.com/scl_h/22052270/
北海道,北海道厚岸翔洋高等学校,https://school.js88.com/scl_h/22052050/
北海道,市立札幌新川高等学校,https://school.js88.com/scl_h/22052250/
北海道,静内農業高等学校,https://school.js88.com/scl_h/22052210/
北海道,北海道羅臼高等学校,https://school.js88.com/scl_h/22052110/
北海道,北見商業高等学校,https://school.js88.com/scl_h/22052240/
北海道,北海道霧多布高等学校,https://school.js88.com/scl_h/22052160/
北海道,七飯高等学校,https://school.js88.com/scl_h/22052410/
北海道,北海道登別青嶺高等学校,https://school.js88.com/scl_h/22052230/
北海道,礼文高等学校,https://school.js88.com/scl_h/22052290/
北海道,阿寒高等学校,https://school.js88.com/scl_h/22052070/
北海道,札幌西高等学校（定時制）,https://school.js88.com/scl_h/22100140/
北海道,札幌北斗高等学校,https://school.js88.com/scl_h/22052700/
北海道,駒澤大学附属苫小牧高等学校,https://school.js88.com/scl_h/22053010/
北海道,札幌東高等学校（定時制）,https://school.js88.com/scl_h/22100130/
北海道,札幌稲雲高等学校,https://school.js88.com/scl_h/22052470/
北海道,旭川実業高等学校,https://school.js88.com/scl_h/22052940/
北海道,北海道大麻高等学校,https://school.js88.com/scl_h/22052480/
北海道,北嶺高等学校,https://school.js88.com/scl_h/22053110/
北海道,札幌創成高等学校,https://school.js88.com/scl_h/22052770/
北海道,北海道留萌高等学校,https://school.js88.com/scl_h/22052580/
北海道,札幌北高等学校（定時制）,https://school.js88.com/scl_h/22100160/
北海道,北海道札幌国際情報高等学校,https://school.js88.com/scl_h/22052560/
北海道,北海高等学校,https://school.js88.com/scl_h/22052590/
北海道,札幌光星高等学校,https://school.js88.com/scl_h/22052600/
北海道,北海道札幌英藍高等学校,https://school.js88.com/scl_h/22052490/
北海道,北見緑陵高等学校,https://school.js88.com/scl_h/22052440/
北海道,海星学院高等学校,https://school.js88.com/scl_h/22053040/
北海道,帯広大谷高等学校,https://school.js88.com/scl_h/22053050/
北海道,苫小牧総合経済高等学校,https://school.js88.com/scl_h/22052550/
北海道,小樽明峰高等学校,https://school.js88.com/scl_h/22052890/
北海道,札幌平岡高等学校,https://school.js88.com/scl_h/22052500/
北海道,函館大学付属柏稜高等学校,https://school.js88.com/scl_h/22052850/
北海道,札幌新陽高等学校,https://school.js88.com/scl_h/22052720/
北海道,札幌白陵高等学校,https://school.js88.com/scl_h/22052570/
北海道,清尚学院高等学校,https://school.js88.com/scl_h/22052840/
北海道,札幌静修高等学校,https://school.js88.com/scl_h/22052690/
北海道,札幌南高等学校（定時制）,https://school.js88.com/scl_h/22100150/
北海道,函館白百合学園高等学校,https://school.js88.com/scl_h/22052830/
北海道,稚内大谷高等学校,https://school.js88.com/scl_h/22052960/
北海道,白老東高等学校,https://school.js88.com/scl_h/22052510/
北海道,幌加内高等学校（定時制）,https://school.js88.com/scl_h/22108670/
北海道,旭川北高等学校（定時制）,https://school.js88.com/scl_h/22100350/
北海道,苫小牧工業高等学校（定時制）,https://school.js88.com/scl_h/22100470/
北海道,有朋高等学校（定時制）,https://school.js88.com/scl_h/22108650/
北海道,札幌工業高等学校（定時制）,https://school.js88.com/scl_h/22100180/
北海道,室蘭栄高等学校（定時制）,https://school.js88.com/scl_h/22100440/
北海道,札幌琴似工業高等学校（定時制）,https://school.js88.com/scl_h/22100190/
北海道,釧路工業高等学校（定時制）,https://school.js88.com/scl_h/22100530/
北海道,旭川商業高等学校（定時制）,https://school.js88.com/scl_h/22100370/
北海道,小樽潮陵高等学校（定時制）,https://school.js88.com/scl_h/22100280/
北海道,留寿都高等学校（定時制）,https://school.js88.com/scl_h/22108690/
北海道,函館工業高等学校（定時制）,https://school.js88.com/scl_h/22100260/
北海道,岩見沢東高等学校（定時制）,https://school.js88.com/scl_h/22100320/
北海道,滝川高等学校（定時制）,https://school.js88.com/scl_h/22100330/
北海道,江別高等学校（定時制）,https://school.js88.com/scl_h/22100200/
北海道,札幌月寒高等学校（定時制）,https://school.js88.com/scl_h/22100170/
北海道,帯広柏葉高等学校（定時制）,https://school.js88.com/scl_h/22100490/
北海道,釧路湖陵高等学校（定時制）,https://school.js88.com/scl_h/22100520/
北海道,函館中部高等学校（定時制）,https://school.js88.com/scl_h/22100250/
北海道,遠軽高等学校（定時制）,https://school.js88.com/scl_h/22100420/
北海道,千歳高等学校（定時制）,https://school.js88.com/scl_h/22100210/
北海道,網走南ヶ丘高等学校（定時制）,https://school.js88.com/scl_h/22100410/
北海道,旭川工業高等学校（定時制）,https://school.js88.com/scl_h/22100360/
北海道,函館商業高等学校（定時制）,https://school.js88.com/scl_h/22100270/
北海道,北見北斗高等学校（定時制）,https://school.js88.com/scl_h/22100400/
北海道,旭川東高等学校（定時制）,https://school.js88.com/scl_h/22100340/
北海道,ニセコ高等学校（定時制）,https://school.js88.com/scl_h/22108680/
北海道,稚内高等学校（定時制）,https://school.js88.com/scl_h/22100390/
北海道,苫小牧東高等学校（定時制）,https://school.js88.com/scl_h/22100460/
北海道,恵庭南高等学校（定時制）,https://school.js88.com/scl_h/22100220/
北海道,北海道教育学園三和高等学校　札幌学習センター（通信制・単位制）,https://school.js88.com/scl_h/34029334/
北海道,クラーク記念国際高等学校　旭川キャンパス（通信制）,https://school.js88.com/scl_h/34029990/
北海道,北海道日高高等学校（定時制）,https://school.js88.com/scl_h/22108710/
北海道,池上学院高等学校　旭川キャンパス（通信制）,https://school.js88.com/scl_h/34029468/
北海道,天売高等学校（定時制）,https://school.js88.com/scl_h/22108720/
北海道,池上学院高等学校　函館キャンパス（通信制）,https://school.js88.com/scl_h/34029463/
北海道,北海道芸術高等学校　仁木本校（通信制）,https://school.js88.com/scl_h/34028488/
北海道,星槎国際高等学校（通信制）,https://school.js88.com/scl_h/24000811/
北海道,市立函館高等学校,https://school.js88.com/scl_h/34028764/
北海道,札幌大通高等学校（定時制）,https://school.js88.com/scl_h/34028955/
北海道,北海道大空高等学校,https://school.js88.com/scl_h/22108730/
北海道,真狩高等学校（定時制）,https://school.js88.com/scl_h/22108700/
北海道,池上学院高等学校　学園前キャンパス（通信制）,https://school.js88.com/scl_h/34029999/
北海道,札幌静修高等学校　通信制課程,https://school.js88.com/scl_h/34055711/
北海道,クラーク記念国際高等学校（通信制）,https://school.js88.com/scl_h/24000801/
北海道,池上学院高等学校　室蘭キャンパス（通信制）,https://school.js88.com/scl_h/34029467/
北海道,士別東高等学校（定時制）,https://school.js88.com/scl_h/22108750/
北海道,池上学院高等学校　釧路キャンパス（通信制）,https://school.js88.com/scl_h/34029466/
北海道,北海道芸術高等学校　札幌キャンパス（通信制）,https://school.js88.com/scl_h/34029339/
北海道,小樽双葉高等学校（通信制）,https://school.js88.com/scl_h/34028405/
北海道,池上学院高等学校　北見キャンパス（通信制）,https://school.js88.com/scl_h/34029465/
北海道,登別明日中等教育学校,https://school.js88.com/scl_h/34029154/
北海道,池上学院高等学校　帯広キャンパス（通信制）,https://school.js88.com/scl_h/34029464/
北海道,池上学院高等学校　苫小牧キャンパス（通信制）,https://school.js88.com/scl_h/34029589/
北海道,有朋高等学校（通信制）,https://school.js88.com/scl_h/24000551/
青森県,東奥学園高等学校（通信制）,https://school.js88.com/scl_h/34028538/
青森県,下山学園高等学校,https://school.js88.com/scl_h/22027820/
青森県,向陵高等学校,https://school.js88.com/scl_h/22027860/
青森県,八戸学院光星高等学校,https://school.js88.com/scl_h/22027780/
青森県,八戸工業大学第二高等学校,https://school.js88.com/scl_h/22027850/
青森県,Ｎ高等学校・Ｓ高等学校　青森キャンパス（通信制）,https://school.js88.com/scl_h/34056258/
青森県,松風塾高等学校,https://school.js88.com/scl_h/22027830/
青森県,八戸学院野辺地西高等学校,https://school.js88.com/scl_h/22027840/
青森県,八戸聖ウルスラ学院高等学校,https://school.js88.com/scl_h/22027770/
青森県,青森山田高等学校,https://school.js88.com/scl_h/22027740/
青森県,東奥学園高等学校,https://school.js88.com/scl_h/22027730/
青森県,仙台育英学園高等学校　ＩＬＣ青森（通信制）,https://school.js88.com/scl_h/34029585/
青森県,弘前学院聖愛高等学校,https://school.js88.com/scl_h/22027710/
青森県,弘前東高等学校,https://school.js88.com/scl_h/22027790/
青森県,八戸北高等学校,https://school.js88.com/scl_h/22027160/
青森県,野辺地高等学校,https://school.js88.com/scl_h/22021800/
青森県,弘前南高等学校,https://school.js88.com/scl_h/22027050/
青森県,鰺ヶ沢高等学校,https://school.js88.com/scl_h/22027190/
青森県,弘前高等学校,https://school.js88.com/scl_h/22027120/
青森県,青森南高等学校,https://school.js88.com/scl_h/22027100/
青森県,弘前中央高等学校,https://school.js88.com/scl_h/22027130/
青森県,八戸高等学校,https://school.js88.com/scl_h/22027140/
青森県,青森高等学校,https://school.js88.com/scl_h/22027060/
青森県,木造高等学校,https://school.js88.com/scl_h/22021790/
青森県,青森北高等学校,https://school.js88.com/scl_h/22027090/
青森県,青森西高等学校,https://school.js88.com/scl_h/22027070/
青森県,八戸西高等学校,https://school.js88.com/scl_h/22027170/
青森県,青森中央高等学校,https://school.js88.com/scl_h/22027110/
青森県,八戸東高等学校,https://school.js88.com/scl_h/22027150/
青森県,青森東高等学校,https://school.js88.com/scl_h/22027080/
青森県,東奥義塾高等学校,https://school.js88.com/scl_h/22027700/
青森県,三本木農業恵拓高等学校,https://school.js88.com/scl_h/22027410/
青森県,青森商業高等学校,https://school.js88.com/scl_h/22027500/
青森県,六ヶ所高等学校,https://school.js88.com/scl_h/22027590/
青森県,黒石高等学校,https://school.js88.com/scl_h/22027260/
青森県,むつ工業高等学校,https://school.js88.com/scl_h/22027480/
青森県,浪岡高等学校,https://school.js88.com/scl_h/22027270/
青森県,八戸商業高等学校,https://school.js88.com/scl_h/22027540/
青森県,青森工業高等学校,https://school.js88.com/scl_h/22027430/
青森県,大間高等学校,https://school.js88.com/scl_h/22027340/
青森県,青森明の星高等学校,https://school.js88.com/scl_h/22027750/
青森県,田名部高等学校,https://school.js88.com/scl_h/22027320/
青森県,三戸高等学校,https://school.js88.com/scl_h/22027360/
青森県,青森県立柏木農業高等学校,https://school.js88.com/scl_h/22027390/
青森県,七戸高等学校,https://school.js88.com/scl_h/22027280/
青森県,五所川原高等学校,https://school.js88.com/scl_h/22027210/
青森県,弘前実業高等学校,https://school.js88.com/scl_h/22027510/
青森県,三沢商業高等学校,https://school.js88.com/scl_h/22027530/
青森県,三沢高等学校,https://school.js88.com/scl_h/22027310/
青森県,十和田工業高等学校,https://school.js88.com/scl_h/22027470/
青森県,百石高等学校,https://school.js88.com/scl_h/22027290/
青森県,五所川原工科高等学校,https://school.js88.com/scl_h/22027460/
青森県,名久井農業高等学校,https://school.js88.com/scl_h/22027420/
青森県,大湊高等学校,https://school.js88.com/scl_h/22027330/
青森県,八戸工業高等学校,https://school.js88.com/scl_h/22027450/
青森県,五所川原農林高等学校,https://school.js88.com/scl_h/22027400/
青森県,柴田学園大学附属柴田学園高等学校,https://school.js88.com/scl_h/22027720/
青森県,弘前工業高等学校,https://school.js88.com/scl_h/22027440/
青森県,八戸水産高等学校,https://school.js88.com/scl_h/22027490/
青森県,三本木高等学校,https://school.js88.com/scl_h/22027300/
青森県,八戸工業大学第一高等学校,https://school.js88.com/scl_h/22027800/
青森県,五所川原第一高等学校,https://school.js88.com/scl_h/22027810/
青森県,青森山田高等学校　広域通信制課程 青森校,https://school.js88.com/scl_h/24000031/
青森県,北斗高等学校（定時制）,https://school.js88.com/scl_h/22107290/
青森県,北斗高等学校（通信制）,https://school.js88.com/scl_h/34028536/
青森県,五所川原第一高等学校（通信制）,https://school.js88.com/scl_h/34029631/
青森県,五所川原高等学校（定時制）,https://school.js88.com/scl_h/22100590/
青森県,千葉学園高等学校,https://school.js88.com/scl_h/22027760/
青森県,尾上総合高等学校（定時制）,https://school.js88.com/scl_h/22100700/
青森県,三沢高等学校（定時制）,https://school.js88.com/scl_h/22100630/
青森県,八戸中央高等学校（定時制）,https://school.js88.com/scl_h/22107300/
